country,year,pop,continent,lifeExp,gdpPercap
Pepper Job,2004,6,WV,10704,459
M S M Coal Company Inc,2014,4,PA,7707,1428
Red Oak Mine,2000,11,OK,16227,2718
Mine No 3,2000,13,VA,63431,1536
Campbells Creek No 4,2000,48,WV,917609,2234
West Cazy Surface Mine,2001,24,WV,206652,2348
Strip #8,2002,23,VA,200809,1664
Schreckengost Mine,2011,4,PA,12919,2666
Lowry Mine,2009,18,PA,423345,2422
Clearfield County Strips,2015,1,PA,530,374
RES Shawville,2008,46,PA,162290,1824
No 27 Strip,2010,26,VA,347071,2207
Reichard Strips,2017,6,PA,45871,2840
Purco Strip,2006,6,PA,36541,1998
Rawhide Mine,2016,85,WY,8079139,1882
Kemmerer Mine,2008,280,WY,4988841,2014
Mine No. 3,2008,12,VA,6126,541
 GHM #32,2015,4,VA,4738,601
Cypress Creek Mine,2000,42,IN,1076134,2716
No 13 Mine,2002,40,WV,220161,1295
Center Creek Mine,2017,13,KY,64970,2689
#3,2006,5,KY,1133,328
Cm&E #3,2004,19,KY,133438,2741
E3-5B,2005,37,KY,257867,2569
F-9 Prater Branch,2010,10,KY,46349,702
Rough Creek Mine,2007,157,KY,1118221,2412
WV-1 Surface Mine,2002,43,WV,524264,2162
Rosebud Mine&Crusher/Conveyor,2002,209,MT,10015036,1852
Rock Ridge No 1 Slope,2002,5,PA,16565,1911
Mine No 1,2002,19,KY,2963,105
Indiana County Strips,2011,4,PA,7387,1796
Kellar #3  SN #3153,2018,3,PA,3435,269
Air Quality Hart Street South,2004,97,IN,898980,1631
Cypress Creek Mine,2008,66,IN,710304,2289
Smith Mine,2001,3,PA,21620,2313
Addcar Systems 03,2008,43,IN,535003,2705
Round Mountain,2011,43,KY,159388,2793
#1 Strip Mine,2003,14,KY,46943,2549
Cawood Mine #1,2003,6,KY,21019,679
Flag Run Mine,2008,2,WV,5601,2720
Copley Trace Surface Mine,2008,80,WV,1041386,2888
No. 6,2009,24,WV,71390,1916
New Horizon Mine,2014,20,CO,283654,2081
Ewing Fork No. 1 Surface Mine,2014,74,WV,686073,2564
Bridger Underground Coal Mine,2005,58,WY,410065,1904
Shawver Operation,2006,5,PA,22311,2178
Surface No 2,2004,7,KY,54605,2611
Jackson ,2015,3,MD,5776,1885
State Line,2006,5,VA,12944,1825
Black Knight II,2004,3,WV,17635,1930
Josephine No 2 Mine,2006,63,WV,254039,2651
Marsh Fork Mine,2011,59,WV,153357,2428
Preparation Plant No 1,2008,14,WV,49222,1337
Buckingham Mine No 7,2009,49,OH,437640,1960
Beilchick Bros Strips,2006,3,PA,847,867
Eagan/King Mountain Surface Mine,2007,41,TN,254297,2536
Cook & Sons,2000,15,KY,80138,661
Fourmile Fork,2001,28,WV,356561,2190
Neiswonger Strips,2005,3,PA,12232,820
Marquise Strips,2009,10,PA,118024,2078
Black Thunder,2005,862,WY,87586375,2253
Taylor # 1,2001,1,MD,9227,480
Gun Hill No 3,2001,9,KY,15440,1067
Flint Ridge Mine #2,2008,72,KY,673122,2922
Mine #15,2007,110,KY,648395,2395
Elk Creek Mine,2011,324,KY,3335001,2605
#1 Strip Mine,2003,4,KY,39006,2005
Mine #1,2007,115,KY,715893,2493
Ball Creek Surface Mine  # 28,2002,40,KY,546036,2280
Carbon Hill Mine,2018,20,AL,83647,1878
Thompson Surface Mine,2009,16,AL,10048,2371
Swisher Contracting Inc.,2004,21,PA,127857,2179
Mid Port Strip,2007,8,PA,64496,2559
Bell #1,2005,30,PA,226449,2959
AHM Magoffin #1,2007,9,KY,186364,2681
No 3,2002,29,WV,145271,1890
Brushy Eagle,2012,125,WV,307825,2142
Paynter Branch Surface Mine,2008,33,WV,430780,2820
Marsh Fork Mine,2010,46,WV,157569,2473
Davis Job,2003,5,WV,67011,1951
Lightfoot No. 2A Mine,2006,51,WV,461971,2152
RES Houtzdale,2014,16,PA,158427,2571
D-16,2014,81,VA,178463,2155
Cobra No 1,2000,2,MD,9262,1760
Panther Mine,2001,23,AL,309362,2902
Classic ,2007,43,KY,284752,2262
Mine #1,2012,6,KY,20036,1919
#2,2008,17,KY,12523,576
Blackberry Creek Mine,2009,24,KY,120899,2453
Cardinal,2002,127,KY,1552794,2572
#2 Surface,2009,18,KY,83712,2316
Mountaintop Strip,2003,4,PA,14271,2292
Mine No 1,2008,18,VA,25205,1006
Cedar Grove #2 Mine,2016,65,WV,392274,2095
SHM 12-66,2014,5,WV,78122,3203
Upper Cedar Grove Mine No 3,2011,8,WV,10599,1209
Red Cedar Surface Mine,2009,43,WV,152029,1770
Mountaineer II Mine,2008,291,WV,4187338,2296
Green Ridge #1 Mine,2005,47,WV,379692,2604
Republic Energy,2008,210,WV,2664902,2494
Mine No 1,2010,36,WV,412068,2540
Sentinel Mine,2013,245,WV,1019728,2407
Penny #1,2011,3,AR,6719,1691
McKee ,2008,1,PA,202,360
Auger #2,2013,2,PA,16926,835
#2 Surface,2010,1,KY,15904,3090
D-29 Darby Fork,2001,120,KY,1047698,2442
Black Knight II,2000,35,WV,905937,2462
Jims Branch No 1,2001,29,WV,305951,2541
Kellar #3  SN #3153,2017,3,PA,6182,415
Dominion #22,2005,32,VA,305410,2514
Mine No 10,2001,60,KY,891197,2541
Harvey Mine,2016,172,PA,2971179,2103
SMC Coal Co.,2008,2,PA,150,20
#2 Strip Mine,2004,12,KY,120311,2053
#1,2008,7,KY,12956,1304
Beaver Gap No. 2,2006,10,KY,29446,974
Harlan Strip #1,2013,11,KY,29885,2418
Burden No. 2,2009,2,KY,285,40
Mine No. 3,2008,7,KY,7655,1828
OAM #44,2010,2,KY,23054,1371
Pegs Branch,2013,6,KY,3966,613
No 3,2003,41,KY,519539,2478
Hynoski Bros Shenandoah Strip,2004,2,PA,25905,2565
"Searles Mine No. 2, 3, 4, 5, 6, 7, 8 & 9",2005,47,AL,308551,2362
Mine No. 5,2001,12,VA,19208,501
#1 Surface,2001,3,KY,2928,599
D-30 Clover Fork  ,2015,115,KY,618849,2348
Cowpen Surface,2007,5,KY,3400,1943
Auger Mine No 29,2009,3,KY,55085,798
Jarisa Cave Spur Mine,2014,30,KY,209630,2091
Stockton Mine,2002,43,PA,222623,2229
Johnson #1,2002,12,PA,59235,1893
Augusta Mine,2012,13,IN,304818,3177
Shamrock Mine,2009,65,IN,1127348,2788
Bear Creek,2012,19,AL,128927,1982
Joshua Coal Company,2010,2,OK,1974,632
Big Mountain No 16,2011,205,WV,1078515,2403
Pleasant Hill Mine,2009,114,WV,460242,2296
Alloy Surface Mine,2006,29,WV,65725,1515
Mine No. 7,2006,15,WV,99470,2218
No. 4 Mine,2009,58,WV,358036,1988
Ritchie,2010,1,OH,1448,236
Highwall Miner  #20,2014,14,WV,7967,564
Powellton #1 Mine,2009,71,WV,268899,2271
No 2 Mine,2011,25,WV,55897,2329
Four Mile Deep Mine,2009,109,WV,109617,694
Wesley Strip,2003,3,WV,7682,1833
Usibelli,2007,81,AK,1323560,2340
Kuperavage Ent Inc/TA Tuscarora Coal ,2009,2,PA,19548,2353
Mine No 1,2003,105,PA,1048820,1953
No 3,2000,37,KY,165338,1976
Sugartree,2000,11,KY,34249,1785
Grassy Creek No 1,2000,36,WV,356569,2660
No 44 Mine,2002,15,WV,57702,1566
Beaver Creek,2002,6,WV,34561,2150
Delta Carbon Project,2018,6,IL,19412,586
Trevorton Strip,2013,5,PA,100039,2695
Deep Mine #27,2003,78,VA,540872,2197
Mine #26,2000,25,KY,211333,2548
Hacker's Creek Mine No 1,2000,6,WV,16292,874
No 49,2001,5,KY,4769,154
Maverick Shop No. 1,2011,81,VA,160995,3155
Strip #14,2001,26,VA,132183,1123
Smith Fork Mine No 1,2001,39,KY,58776,278
C1,2012,22,KY,100266,2282
Persimmon #1,2013,8,KY,48246,1738
Mine #2,2008,3,KY,1494,267
No 2,2013,10,KY,50539,2444
Colliers Creek,2005,63,KY,985815,3176
B & D #1,2002,36,KY,39704,309
Miner Hollow Mine #2,2008,4,AL,917,38
Red Hills Mine,2006,170,MS,3797455,2056
6 Mile ,2009,2,PA,3218,420
Bedford County Strips,2012,5,PA,16736,1454
Allegheny Strips,2012,3,PA,23180,899
Oak Hill Strip,2011,260,TX,3227650,2214
Mine No 4,2007,21,VA,224060,2108
Good Spring South,2017,4,PA,1039,501
Mine #3,2001,12,KY,29744,1575
Island City,2008,7,KY,951,378
No. 2 Auger,2015,2,KY,4954,288
Bear Fork Mine,2010,4,KY,15102,1168
Brushy Mountain,2009,41,KY,95426,652
No 2,2008,8,KY,12630,737
Mine #16,2003,44,KY,587714,2573
D-2 Beechfork,2010,102,KY,574628,2988
No. 4,2012,7,KY,19855,1668
Rainbow Mine,2002,22,IN,85215,1979
S-7 Surface Mine,2010,23,WV,178819,2466
Mine No. 36,2007,34,WV,214725,2043
Antelope Coal Mine,2006,362,WY,33879292,2191
Auger No. 1,2015,3,PA,7763,415
Nolo,2005,68,PA,696016,2617
Bear Creek,2004,5,AL,68020,2780
Discovery,2003,55,IN,1329785,3072
Diamondville Strip,2003,4,PA,32892,1895
No. 3 Mine,2003,14,VA,40359,826
No. 3 HWM Convict,2004,16,VA,57839,2357
No 57 Mine,2000,5,WV,37812,2247
Cherokee Mine,2002,15,WV,21613,427
ADDCAR SYSTEM 16,2012,8,WV,5369,737
Bucy Job,2011,21,WV,202190,1663
Poplar Ridge No 1 Deep Mine,2009,93,WV,960647,2150
Spider Ridge No. 1,2008,8,WV,97938,1903
 Administrative Services Auger #3,2010,3,WV,14961,603
Diamond Energy,2008,75,WV,475002,2431
Huskin Mine,2013,23,PA,80999,2421
Mt Braddock Strip,2001,8,PA,48293,1882
Spurlock #2 Surface Mine,2015,5,KY,65683,2143
Brimstone Mine #1,2002,23,KY,93661,1283
Sturgeon #3,2004,10,KY,47558,2134
Wolf Den Run Mine,2015,12,MD,127677,2296
Knight Mine,2013,27,AL,147499,1718
Dogwood Mine #2,2003,23,VA,296314,2227
Mine No 2,2003,16,VA,82992,1510
No 2,2000,22,KY,79266,1668
Red Cedar Surface Mine,2000,21,WV,632878,2739
Beth #2,2018,2,PA,1744,700
No 8,2013,10,VA,40388,2341
Mammoth #2 Gas,2008,72,WV,467616,2247
Callisto Mine,2005,32,WV,336818,2778
Black Butte And Leucite Hills Mines,2006,167,WY,3410309,2033
Mine 33,2007,3,PA,8622,730
Sturgeon #3,2003,8,KY,68644,2308
Mine No 3,2000,24,WV,48259,423
Farco Mine,2001,31,TX,133825,2837
Motts Branch #16,2001,16,KY,309939,2648
No. 1,2005,132,KY,1430285,2827
#1 Surface,2004,3,KY,3819,561
Hance Mine No. 1,2014,16,KY,159120,2157
Cresent Recovery Project,2010,2,KY,12944,2131
M 119,2014,6,KY,36654,1962
No 1,2005,8,KY,6430,280
No 4,2012,31,KY,206369,2684
Continental Mine,2002,2,PA,2048,207
Thompson Mine No 1 ,2008,16,AL,17641,1567
Choctaw Mine,2017,49,AL,217093,2862
Freelandville East,2010,15,IN,292574,2631
ADDCAR #1,2008,13,KY,265963,1953
Glen Lyon Operation,2014,20,PA,89282,2040
Slabcamp,2008,36,WV,198420,1379
No 13 Mine,2001,37,WV,459847,2485
Rider #1,2001,26,WV,185296,2406
North Eagle Mine,2003,132,WV,1472959,2361
Administrative Services Auger #2,2011,3,WV,11842,593
ADDCAR System 12 HWM Serial No 23012,2007,20,IN,35519,295
Crawdad No 1 Mine,2017,36,WV,274640,2254
Low Gap Surface Mine,2014,39,WV,203797,2466
RES Houtzdale,2013,16,PA,150596,2645
D. and D. Strip,2006,8,OH,8131,1610
Indiana County,2013,12,PA,57223,1915
Walter L Houser Strip,2001,10,PA,131050,2672
Flint Ridge Mine #2,2006,25,KY,275401,2273
Job #49,2013,29,KY,152291,2327
Barger Branch Job #14,2014,8,KY,24567,2253
Bailey Mine,2011,875,PA,10833141,2483
GHM #35,2007,2,KY,14505,1119
Mine No 1,2007,7,VA,2905,63
Whites Branch,2000,35,WV,97381,803
L Massey Mine,2009,14,AL,57237,1950
Robena Surface Mine,2017,4,PA,24760,1723
Slaugenhaupt Mine,2009,7,PA,36141,856
Beehive ,2012,12,VA,25778,1370
Cordero Rojo Mine,2015,514,WY,22871976,2035
Belle Ayr Mine,2010,345,WY,25766025,2091
Dunkard Strip,2000,2,PA,3598,1387
Meridian #1,2001,10,VA,44650,1835
Sam #14,2001,10,KY,2932,344
No 1,2009,15,KY,49512,900
No 20,2009,28,KY,64738,1606
Rockhouse 1,2007,27,KY,201320,2711
Mobile Auger #3 Unit 57,2011,4,KY,13643,265
SHM-47,2010,14,WV,133675,1425
No 2,2003,12,KY,55175,1143
Frasure Creek Mining LLC F-2,2003,23,KY,80656,1510
#10,2007,12,KY,48924,2203
Red Ash Highwall Mine #1,2014,16,WV,10802,1268
Saylor B,2011,49,WV,216323,1420
WVA-A2 (Republic),2018,2,WV,11928,1524
Surface No 5,2005,40,WV,156154,787
Francisco Underground Pit,2003,37,IN,38450,507
Clementine Mine,2004,46,PA,805921,2389
Little Muncy Branch Surface,2005,21,WV,72962,1045
Grassy Creek No 1,2012,102,WV,290061,2318
Crooked Run Surface Mine,2009,50,WV,482452,2687
Superior Surface Mine,2004,47,WV,852647,2483
Fairmont Energy Mine #2,2003,11,WV,74503,2165
MT-34/Peg Fork,2008,3,WV,8532,561
Fork Creek Mine No 3,2014,38,WV,264279,2353
ADDCAR System 43 HWM Serial No. LV23043,2017,10,WY,184928,2349
Purco Strip,2003,5,PA,23494,2184
Island Fork Constr. LTD Mine #2,2000,19,KY,194245,2347
Reichard Strips,2014,8,PA,36954,2379
White Knight,2001,93,WV,627822,2674
Mine No 3,2005,34,VA,341797,2384
#1 Surface-002 Section,2000,9,TN,41378,2333
Fork Ridge Strip,2002,36,VA,362674,2724
#1,2002,24,VA,51043,763
Horton Strips,2014,3,PA,8247,448
Cherry Mine,2012,7,PA,1350,1121
Red Oak Too,2014,1,PA,5427,525
Kocjancic,2014,8,PA,112346,2201
Primrose Operation,2010,23,PA,83781,2227
Wilson Creek Surface Mines,2016,6,PA,9613,1831
Tracy Lynne,2014,35,PA,398122,2352
#1 Slope,2011,6,PA,972,367
Wyodak Mine,2003,45,WY,4772544,1860
Reevesdale #1,2001,2,PA,33264,1790
Red Fox Surface Mine,2001,39,WV,424207,1449
Deep Mine # 6 ,2001,66,VA,379094,2163
E3-1,2006,121,KY,1062587,2616
Jennie Branch Mine,2016,18,KY,156198,2336
Mine #3,2005,19,KY,27075,1791
Joe's Run ,2011,38,KY,405487,2589
No 3,2004,6,KY,554,578
White Cabin #7,2004,35,KY,54370,201
Mine #7,2012,9,KY,43265,1521
Jellico #2,2010,15,KY,5302,395
Lowsplint Surface,2014,14,KY,24278,806
No 7,2003,29,KY,145142,1474
OAM#40,2011,2,KY,24317,1229
King I,2002,54,CO,312345,1762
No 1,2002,31,KY,109353,2153
No. 1,2002,20,KY,91267,1700
Elk Creek Mine,2010,303,CO,3794262,1807
Gibson South,2015,223,IN,2872924,2382
Viking Mine - Knox Pit,2005,40,IN,87154,731
#1,2017,26,VA,130807,2976
Bull Hill #2,2017,7,OK,17386,1481
Red Ash Highwall Miner,2006,18,WV,390900,2148
Jerry Fork Eagle,2006,9,WV,3442,713
Buckingham  Mine #6,2007,39,OH,366668,1292
Mine No 3,2007,19,WV,136804,1952
Castle East Portal,2005,30,WV,475335,2488
Monongalia County Mine,2018,321,WV,3345047,1824
Baylor,2005,2,PA,6392,270
Job #3,2017,21,MD,262738,3427
Area #2,2008,6,TN,831,1372
Allegiance Mine,2000,4,WV,434,1023
Lick Branch Mine No 2,2002,17,WV,149615,2246
No 10 Slope,2006,6,PA,7621,1181
Bailey Mine,2004,461,PA,10133685,2432
Brydet Auger #21,2006,3,KY,13079,1158
Eagle Pass Mine,2015,90,TX,715112,2101
#1 Auger,2003,3,VA,23948,1369
Tracy Lynne,2004,22,PA,504315,2170
Spring Branch Mine,2001,5,WV,375,397
S-17 Cumberland,2014,14,KY,110329,2623
Mine #1,2003,25,KY,306333,2130
Mine #8,2011,52,KY,362713,2274
Triumph Mine,2009,26,KY,59860,2026
Auger Mine No 17,2008,3,KY,17157,384
Beulah Mine,2004,131,ND,3052578,1847
Joshua Coal Company,2007,2,OK,693,3040
Rawhide Mine,2004,62,WY,6869989,1797
Rosebud No 2,2000,7,PA,179413,2600
Pine Branch 1 ,2011,69,VA,292500,2502
Nancy ,2001,10,WV,34451,2324
Mine #15,2017,99,KY,227896,2828
Browns Fork Mine,2007,6,KY,8372,531
E3-1,2005,71,KY,539425,2596
No 2,2010,3,KY,10502,305
Allen Powellton Mine,2007,25,WV,143250,1665
Sago Mine,2004,61,WV,396754,1516
No 58,2010,51,WV,110341,2156
Edwight Surface Mine,2008,129,WV,1694689,2669
River View Mine,2018,609,KY,7146337,1889
#1 Surface,2004,15,KY,42671,1045
Kerry Coal Strips,2002,11,PA,47109,2537
No 3,2002,24,KY,149820,1923
Quecreek #1 Mine,2012,107,PA,333986,2343
Lindbergh,2006,46,AL,355849,2552
Freelandville Mine,2004,20,IN,408185,2865
Steyer II,2011,57,MD,224665,2096
Spruce No. 1 Mine,2008,32,WV,617196,2204
Black King I  North Portal,2006,31,WV,205252,2526
Twilight Mtr Surface Mine,2011,17,WV,127184,1233
Mine No. 35,2010,43,WV,184701,2476
Marsh Fork Eagle Mine,2007,12,WV,19488,692
D-15,2009,12,VA,62614,1343
Beury Mountain Mine No. 1,2000,2,WV,3590,1290
Surface Mine No. 2,2001,40,KY,330073,2519
Chisholm Mine,2001,16,KY,43722,368
Remining No 1,2001,42,WV,122069,939
AG4 Sawmill Hollow #2,2003,2,VA,41640,1453
Stark Pits,2006,7,OH,115729,3020
Pond Creek Mine No. 1,2001,14,WV,54998,1882
No 2,2007,7,KY,18720,1811
Eagle,2007,19,KY,188787,2454
#1,2013,19,KY,103788,1873
Halls Creek Mine,2006,70,KY,748032,2492
No. 6,2017,39,KY,325531,2869
PE 3 Underground,2003,8,KY,119881,1350
Paynter Branch Surface Mine,2002,33,WV,523216,2505
WFI,2005,136,IL,718286,2177
No 2,2000,58,KY,663840,2811
No 2 Deep,2000,23,KY,179749,2317
GLR #1,2014,3,PA,25308,1531
Long Run,2014,19,PA,296191,2324
Prime No. 1 Mine,2000,21,WV,325492,2593
Eckman Surface Mine,2010,87,WV,507476,3137
Chess Surface Mine,2006,4,WV,36664,3160
Locust Summit Strip,2001,2,PA,17738,2418
Mill Branch Operation Mine No 1,2011,2,KY,2987,605
Cardinal,2008,294,KY,5108496,2493
Panther Mine,2002,21,AL,27774,382
Sexton 2 Pit,2011,55,OH,791060,2911
"Searles Mine No. 2, 3, 4, 5, 6, 7, 8 & 9",2006,48,AL,277819,2255
Thompson Mine No 1 ,2010,25,AL,71336,2343
Dundas Job,2010,2,OH,34311,2698
Dogwood  #4,2010,8,VA,35806,1247
Imperial Mine,2012,74,WV,375507,2150
#1,2011,11,KY,10132,1054
East Volunteer,2006,9,KY,87527,2058
Serill Strip,2018,5,PA,11512,1560
Prosperity Mine No. 1,2015,29,TN,39249,1543
No. 3 Mine,2006,13,VA,40417,1644
Discovery,2000,14,IN,32828,757
Marshall Mine,2000,1,PA,5444,1100
North Antelope Rochelle Mine,2002,785,WY,74792642,2017
Jim Bridger Mine,2007,201,WY,3651975,1932
K K Strip,2014,2,PA,14779,1564
S-8 Jones Fork,2004,13,VA,49354,1137
Deep Mine #26,2015,116,VA,436476,2338
Mine #1A,2018,17,KY,65746,1751
Mine #7,2015,5,KY,3933,686
No 7,2002,2,KY,100,50
Knob Strip Mine,2004,22,AL,135234,1550
Washington County Strips,2013,15,PA,365588,2276
Amerikohl Strips,2015,32,PA,412376,2260
ADDCAR Systems 20 HWM Serial No. 23020,2011,15,OH,153582,866
Waltersburg Mine,2004,2,PA,1201,98
Hazleton Shaft South,2004,4,PA,22177,2104
Mary-D Strip Operation,2003,1,PA,372,400
Waltersburg Mine,2001,2,PA,11839,316
No 6,2001,25,VA,76000,943
Mine No 1,2001,127,KY,572421,1100
HM #1 Hignite,2008,21,KY,94455,2803
Liberty Management #8,2011,34,KY,381424,2691
Feds Creek Surface,2012,9,KY,18338,3614
LEWIS CREEK,2012,49,KY,933492,1759
GHM #30,2012,2,KY,43611,2392
Joes Run Auger No. 26,2010,8,KY,4232,650
Beech Creek Mine,2005,20,KY,228570,2248
Clean Energy Mine,2006,57,KY,539721,2222
No 9,2008,8,VA,43783,1722
Slabcamp,2012,98,WV,978796,2048
Lower Hutchinson Branch Surface Mine #1,2007,12,WV,56569,1833
Camp Creek Mine,2002,179,WV,2218850,2090
Coshocton Strip,2002,22,OH,251630,2883
Ruby Energy,2014,179,WV,1091579,2299
Lila Canyon,2011,20,UT,156201,2422
Lila Canyon,2016,130,UT,1586720,2362
Ser #3163,2014,1,PA,7166,920
Freelandville East,2005,13,IN,534843,2629
ADDCAR System 40 HWM Ser # LV23040,2013,17,OK,469811,2276
Lucky Strike Mine,2014,4,KS,49573,927
Hill Fork Mine,2012,56,WV,274629,1362
Double Camp No. 1,2011,41,WV,98305,1339
No. 2,2006,41,WV,107845,1585
Big Four Surface Mine,2011,11,WV,34369,1226
Mine No. 1,2004,10,WV,81152,1783
Reichard Strips,2009,6,PA,29421,2732
No 2,2001,16,KY,22315,718
Branchdale Bank/Stripping,2018,9,PA,30120,1733
S-25 Foresters Spur,2004,36,KY,338128,3008
Marion County Mine,2001,111,WV,1147518,2075
No 4 Auger,2001,4,KY,720,30
A M No 3,2008,2,IL,24337,1100
Timber Tree #9,2008,14,KY,65297,1622
Mine No. 7,2011,12,KY,4839,538
Mine #1,2007,20,KY,73451,1944
Cobra Mine,2002,33,PA,129379,1742
Mine No 3,2002,14,WV,57711,1577
Mine #2,2002,13,KY,53308,1351
Labosky Strip,2004,1,PA,5308,1428
Kasubick #4,2012,2,PA,7420,2375
Tyler #2,2000,5,PA,38438,2244
Cm&E #3,2000,21,KY,48811,1788
Segco/Toby Mine,2008,44,AL,229033,2979
Viking Mine - Corning Pit,2003,99,IN,1442699,2263
Buckingham Mine #2,2011,3,OH,9740,1386
Lisbon Mine,2003,2,OH,10580,915
Good Spring South,2014,4,PA,13587,501
Cam Creek #1,2003,5,KY,14741,602
Skidmore Slope,2003,2,PA,533,189
Middle Fork Hagy,2011,12,VA,58057,3628
Salem #2,2003,2,KY,32443,2765
OWSLEY COUNTY # 2,2005,14,KY,19278,597
SHM-10  ,2013,8,KY,49037,863
7-E,2011,20,KY,100317,2253
Mine #23,2006,64,KY,405212,2744
No 10 Surface,2004,13,KY,80860,2719
La Plata Mine,2002,104,NM,4023725,1973
Wadesville P-33,2002,19,PA,96956,2890
Red Fox Surface Mine,2012,63,WV,458375,2142
Four Mile Deep Mine,2008,108,WV,537202,1785
Chess Surface Mine,2005,12,WV,81389,1734
Mercer Deep Mine,2003,46,WV,769533,1706
Coalburg No 1 Mine,2010,66,WV,480622,2320
Ohio County Mine,2016,366,WV,6265878,2299
Shoal Creek Mine,2018,333,AL,2031029,1648
No 30 Auger,2008,3,KY,20947,1642
JoePa,2006,34,PA,397129,2571
Primrose Slope,2014,10,PA,20919,1818
DM 24 - Bench,2005,12,VA,27637,795
Wildcat Hills Mine - Cottage Grove Pit,2004,164,IL,2747474,2395
Mine No 8,2011,27,WV,109230,1294
Lower Hutchinson Branch Surface Mine #1,2011,4,WV,2796,552
Bell #1,2010,26,PA,119839,2438
Beaverdale Mine,2000,7,PA,79370,1961
Lease 1 Surface Mine,2004,12,WV,33971,1572
Plum Mine,2004,8,WV,17556,888
Crosscreek Mine,2008,29,WV,407660,2959
No 1 Surface,2001,16,WV,120874,1750
Auger 3152,2011,3,PA,23398,1160
Kellar #1,2013,3,PA,10917,870
Hynoski Bros Shenandoah Strip,2006,2,PA,20712,2379
Grass Creek Mine,2008,2,WY,168,217
Love Branch Mine,2003,10,KY,419,419
Packer Stripping,2001,2,PA,17099,2165
#2,2001,28,KY,343219,3601
Buckeye Strip #1,2009,28,KY,98374,2821
Sandlick No. 1 ,2014,5,KY,17080,1270
S-20 Bevins Branch,2006,74,KY,650074,2390
No 4 Mine,2003,11,KY,43116,986
Springtown 1,2007,8,KY,221457,2051
C-5,2009,30,KY,123852,2914
Gatliff Surface #3,2003,25,KY,108697,1705
KY Fuels E3RF,2007,16,KY,157878,2403
#1 Strip Mine,2013,2,KY,15488,2052
Columbiana Pits,2002,8,OH,96125,3953
Mather,2002,2,PA,15379,236
Deep Mine 41,2016,316,VA,1510135,2107
Laurita Surface Mine,2015,2,WV,2123,665
Gateway Mine,2013,200,IL,2834382,2205
E O J Strip Mine,2003,4,PA,18739,2284
Heritage #1,2015,8,PA,17050,1368
Marion County Mine,2017,425,WV,6114799,2317
Cravat Strip - Carrollton,2004,3,OH,3892,802
Black Bear #3,2002,53,VA,354254,2100
#1 Strip,2005,15,KY,82339,2757
#2 Surface,2012,4,KY,11729,2079
Selkirk 2,2007,1,PA,419,180
Brydet Auger #21,2007,2,KY,15310,1231
OAM#37,2014,2,KY,10340,795
Cooper Mine,2000,7,AL,39872,2352
Mine No 5,2000,6,KY,19795,867
No 1 Strip,2001,24,VA,66156,890
Coal Hollow Mine,2009,11,KY,71377,1313
Jakes Branch Job,2007,14,KY,283609,3058
Panther Mine #4a,2007,22,KY,88717,1898
Mine No 9,2010,14,KY,32977,1036
#6,2013,21,KY,162757,2371
Jennie Branch Mine,2018,24,KY,161126,1875
Penny #1,2002,2,AR,11597,2079
Rose Valley #587,2010,15,OH,129484,2249
Continental Strip,2017,22,PA,102942,2452
7 Ft Slope,2001,3,PA,20,47
Jacks Creek,2001,18,KY,28034,592
S-17 Cumberland,2018,44,KY,255002,1948
Lick Fork Surface,2010,7,KY,7646,31
Hazard 107,2005,8,KY,138270,1679
Job #47,2006,3,KY,192389,2768
Day Branch,2016,34,KY,310980,2936
Rose France Mine,2011,61,KY,423935,1353
No 1,2005,1,KY,683,425
No 3,2003,20,KY,135202,2875
Clearfield Co Strips,2002,13,PA,122764,3187
Gibson Mine,2010,252,IN,3124104,2589
Collie Pond Co,2012,4,IN,41353,2134
Rock Island Mine,2008,24,OK,191415,3197
No. 6,2008,46,WV,128917,2400
Sycamore Surface Mine,2011,41,WV,569696,2464
Fieg Bros Coal Co.,2012,16,PA,116373,2065
Lower War Eagle Mine,2012,45,WV,176932,2155
No 1,2016,15,WV,38399,1840
Mine No. 32,2006,36,WV,216994,2171
Fundis,2003,2,PA,265,160
Campbells Creek 11B Mine,2004,49,WV,388472,2406
Red Ash Highwall Miner,2008,16,WV,273981,2224
Pocahontas Highwall Mine,2008,15,WV,247761,3198
Usibelli,2018,81,AK,631086,1418
Lattimer Division,2013,28,PA,97603,1712
Kerry Coal Strips,2004,7,PA,8836,2251
Shane Mine,2012,23,PA,57339,1053
Emery Mine,2008,119,UT,1049701,2106
Jackrock No 1,2000,23,KY,177605,2139
898-0435,2000,18,KY,19576,425
Freedom Mine,2000,379,ND,16125847,2105
No. 13-A Mine,2001,35,WV,697003,2451
Rosio No 1 Strip Mine,2001,1,PA,984,1590
D-30 Clover Fork  ,2017,83,KY,380263,2371
RB #11,2007,11,KY,12362,1567
Mine No 11,2011,8,KY,8674,630
S-1 Hunts Branch,2015,22,KY,318118,3070
Grimm,2002,4,OH,3062,2694
Rochester Mills Strip Mine,2018,1,PA,14911,150
Fisher Mining Company,2007,30,PA,247787,2578
Copeland Mine,2000,72,KY,566327,2155
Birchfield No5 Surface Mine,2000,44,VA,229388,1501
Laurel Branch Surface,2011,66,VA,534017,2744
Mine No. 2,2010,8,WV,22659,1695
3200,2011,3,WV,36793,2280
Willow Lake Portal,2006,374,IL,3638950,2075
Mine No 1,2012,225,PA,941861,1646
West Dante,2009,11,VA,69843,2155
Mc Clane Canyon Mine,2000,15,CO,305044,2479
